ID	DOCULECT	CONCEPT	ENTRY	FORM	TOKENS	COGID	ROOT	ALIGNMENT
4948	Chuvash	full	tulli	tulli	t u l l i	474	tolu	t u l - - - - - - l i - - - - - - -
4949	CrimeanTatar	full	tolu	tolu	t o l u	474	tolu	t o l u - - - - - - - - - - - - - -
4950	Dolgan	full	toloru	toloru	t o l o r u	474	tolu	t o l - - - - - - - - o r u - - - -
4951	Gagauz	full	dolu	dolu	d o l u	474	tolu	d o l u - - - - - - - - - - - - - -
4952	KaraKalpak	full	tolɣan, tolïḳ	tolɣan, tolɯq	t o l ɣ a n	474	tolu	t o l - - - - - - - - - - - ɣ a n -
4953	KarachayBalkar	full	tolu	tolu	t o l u	474	tolu	t o l u - - - - - - - - - - - - - -
4954	Karaim	full	tolu	tolu	t o l u	474	tolu	t o l u - - - - - - - - - - - - - -
4955	Kazakh	full	tolï(ḳ)	tolɯ(q)	t o l ɯ	474	tolu	t o l ɯ - - - - - - - - - - - - - -
4956	Khakas	full	toldïra	toldɯra	t o l d ɯ r a	474	tolu	t o l - - d ɯ r a - - - - - - - - -
4957	Khalaj	full	tu(:)ola	tu(:)ola	t uː l a	474	tolu	t uː l - a - - - - - - - - - - - - -
4958	Kirghiz	full	toltura	toltura	t o l t u r a	474	tolu	t o l - - t u r a - - - - - - - - -
4959	Kumyk	full	tolu	tolu	t o l u	474	tolu	t o l u - - - - - - - - - - - - - -
4960	MiddleChulym	full	toldəra	toldəra	t o l d ə r a	474	tolu	t o l - - d ə r a - - - - - - - - -
4961	Nogai	full	tolï	tolɯ	t o l ɯ	474	tolu	t o l ɯ - - - - - - - - - - - - - -
4962	Salar	full	tolu	tolu	t o l u	474	tolu	t o l u - - - - - - - - - - - - - -
4963	SarygYugur	full	tolo, tolu	tolo, tolu	t o l o	474	tolu	t o l o - - - - - - - - - - - - - -
4964	Shor	full	toldura	toldura	t o l d u r a	474	tolu	t o l - - d u r a - - - - - - - - -
4965	Tatar	full	tulï	tulɯ	t u l ɯ	474	tolu	t u l ɯ - - - - - - - - - - - - - -
4966	Tofa	full	dolu (dolï)	dolu (dolɯ)	d o l u	474	tolu	d o l u - - - - - - - - - - - - - -
4967	Turkish	full	dolu	dolu	d o l u	474	tolu	d o l u - - - - - - - - - - - - - -
4968	Turkmen	full	dolï	dolɯ	d o l ɯ	474	tolu	d o l ɯ - - - - - - - - - - - - - -
4969	Tuvan	full	dolu	dolu	d o l u	474	tolu	d o l u - - - - - - - - - - - - - -
4970	Uighur	full	toluḳ, tola	toluq, tola	t o l u q	474	tolu	t o l u - - - - - - - - - - - - - q
4971	Uzbek	full	tọla	tola	t o l a	474	tolu	t o l - a - - - - - - - - - - - - -
4972	Yakut	full	toloru	toloru	t o l o r u	474	tolu	t o l - - - - - - - - o r u - - - -
1738	Baraba	give (v.)	ber-, bär-		b e r	141	*be:r	b e - r
1739	CodexCumanicus	give (v.)	ber-		b e r	141	*be:r	b e - r
1740	NorthAltai	give (v.)	per-, ber-		p e r	141	*be:r	p e - r
1741	OldUyghur	give (v.)	ber		b e r	141	*be:r	b e - r
1742	SouthAltai	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1743	Azeri	give (v.)	ver	ver	v e r	141	*be:r	v e - r
1744	Bashkir	give (v.)	bir	bir	b i r	141	*be:r	b i - r
1745	Chuvash	give (v.)	par	par	p a r	141	*be:r	p a - r
1746	CrimeanTatar	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1747	Dolgan	give (v.)	bier	bier	b i e r	141	*be:r	b i e r
1748	Gagauz	give (v.)	ver	ver	v e r	141	*be:r	v e - r
1749	KaraKalpak	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1750	KarachayBalkar	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1751	Karaim	give (v.)	ber, (k) ver	ber, (k) ver	b e r	141	*be:r	b e - r
1752	Kazakh	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1753	Khakas	give (v.)	pir	pir	p i r	141	*be:r	p i - r
1754	Khalaj	give (v.)	vier	vier	v i e r	141	*be:r	v i e r
1755	Kirghiz	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1756	Kumyk	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1757	MiddleChulym	give (v.)	pär	pɛr	p æ r	141	*be:r	p æ - r
1758	Nogai	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1759	Salar	give (v.)	per, ver, ber	per, ver, ber	p e r	141	*be:r	p e - r
1760	SarygYugur	give (v.)	per	per	p e r	141	*be:r	p e - r
1761	Shor	give (v.)	per	per	p e r	141	*be:r	p e - r
1762	Tatar	give (v.)	bir	bir	b i r	141	*be:r	b i - r
1763	Tofa	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1764	Turkish	give (v.)	ver	ver	v e r	141	*be:r	v e - r
1765	Turkmen	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1766	Tuvan	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1767	Uighur	give (v.)	bär	bɛr	b æ r	141	*be:r	b æ - r
1768	Uzbek	give (v.)	ber	ber	b e r	141	*be:r	b e - r
1769	Yakut	give (v.)	bier	bier	b i e r	141	*be:r	b i e r
60	Baraba	go (v.)	bar-		b a r	5	*bar	b a r
61	CodexCumanicus	go (v.)	bar-		b a r	5	*bar	b a r
62	NorthAltai	go (v.)	par- ~ bar-		p a r	5	*bar	p a r
63	OldUyghur	go (v.)	bar		b a r	5	*bar	b a r
64	SouthAltai	go (v.)	bar	bar	b a r	5	*bar	b a r
65	Bashkir	go (v.)	bar	bar	b a r	5	*bar	b a r
66	Chuvash	go (v.)	pïr	pɯr	p ɯ r	5	*bar	p ɯ r
67	CrimeanTatar	go (v.)	bar	bar	b a r	5	*bar	b a r
68	Dolgan	go (v.)	bar	bar	b a r	5	*bar	b a r
69	KaraKalpak	go (v.)	? bar	? bar	b a r	5	*bar	b a r
70	KarachayBalkar	go (v.)	bar	bar	b a r	5	*bar	b a r
71	Karaim	go (v.)	bar	bar	b a r	5	*bar	b a r
72	Kazakh	go (v.)	bar	bar	b a r	5	*bar	b a r
73	Khakas	go (v.)	par	par	p a r	5	*bar	p a r
74	Khalaj	go (v.)	var	var	v a r	5	*bar	v a r
75	Kirghiz	go (v.)	bar	bar	b a r	5	*bar	b a r
76	Kumyk	go (v.)	bar	bar	b a r	5	*bar	b a r
77	MiddleChulym	go (v.)	par	par	p a r	5	*bar	p a r
78	Nogai	go (v.)	bar	bar	b a r	5	*bar	b a r
79	Salar	go (v.)	bar	bar	b a r	5	*bar	b a r
80	SarygYugur	go (v.)	par	par	p a r	5	*bar	p a r
81	Shor	go (v.)	par	par	p a r	5	*bar	p a r
82	Tatar	go (v.)	bar	bar	b a r	5	*bar	b a r
83	Tofa	go (v.)	bar	bar	b a r	5	*bar	b a r
84	Turkmen	go (v.)	bar	bar	b a r	5	*bar	b a r
85	Tuvan	go (v.)	bar	bar	b a r	5	*bar	b a r
86	Uighur	go (v.)	bar	bar	b a r	5	*bar	b a r
87	Uzbek	go (v.)	bɔr	bɔr	b ɔ r	5	*bar	b ɔ r
88	Yakut	go (v.)	bar	bar	b a r	5	*bar	b a r
89	Baraba	go (v.)	yör-		j ø r	6	*jVrV: JR	j ø r -
90	Kirghiz	go (v.)	ǰür(ü)	ʥyr(y)	ʥ y r y	6	*jVrV: JR	ʥ y r y
91	Tuvan	go (v.)	? čoru	? ʨoru	tʃ o r u	6	*jVrV: JR	tʃ o r u
92	Uzbek	go (v.)	? yur	? jur	j u r	6	*jVrV: JR	j u r -
93	Azeri	go (v.)	ǵet	gjet	gˈ e t	7	*kejt	gˈ e t
94	Bashkir	go (v.)	kit	kit	k i t	7	*kejt	k i t
95	CrimeanTatar	go (v.)	? ket	? ket	k e t	7	*kejt	k e t
96	Gagauz	go (v.)	git	git	g i t	7	*kejt	g i t
97	KaraKalpak	go (v.)	? ket	? ket	k e t	7	*kejt	k e t
98	Karaim	go (v.)	ket	ket	k e t	7	*kejt	k e t
99	Kazakh	go (v.)	ket	ket	k e t	7	*kejt	k e t
100	Turkish	go (v.)	git	git	g i t	7	*kejt	g i t
101	Turkmen	go (v.)	? git	? git	g i t	7	*kejt	g i t
1866	Baraba	good	yaḳšï		j a q ʃ ɯ	149	*jak	j a q ʃ - ɯ
1867	CodexCumanicus	good	yacsi		j a c s i	149	*jak	j a c s - i
1868	NorthAltai	good	t́aḳšï, d́aḳšï		ʥ a q ʃ ɯ	149	*jak	ʥ a q ʃ - ɯ
1869	SouthAltai	good	d'aχšï	ɟaχšɯ	ʥ a χ ʃ ɯ	149	*jak	ʥ a χ ʃ - ɯ
1870	Azeri	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1871	Bashkir	good	yaḳšï	jaqʃɯ	j a q ʃ ɯ	149	*jak	j a q ʃ - ɯ
1872	CrimeanTatar	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1873	KaraKalpak	good	žaḳsï	ʒaqsɯ	ʒ a q s ɯ	149	*jak	ʒ a q s - ɯ
1874	KarachayBalkar	good	ašχï	aʃχɯ	a ʃ χ ɯ	149	*jak	- a - ʃ χ ɯ
1875	Karaim	good	yaχšï, yaχsï	jaχʃɯ, jaχsɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1876	Kazakh	good	žaḳsï	ʒaqsɯ	ʒ a q s ɯ	149	*jak	ʒ a q s - ɯ
1877	Khakas	good	čaχsï	ʨaχsɯ	tʃ a χ s ɯ	149	*jak	tʃ a χ s - ɯ
1878	Kirghiz	good	ǰaḳšï	ʥaqʃɯ	ʥ a q ʃ ɯ	149	*jak	ʥ a q ʃ - ɯ
1879	Kumyk	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1880	MiddleChulym	good	čaḳsə	ʨaqsə	tʃ a q s ə	149	*jak	tʃ a q s - ə
1881	Nogai	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1882	Salar	good	yaχši, yaχšara	jaχʃi, jaχʃara	j a χ ʃ i	149	*jak	j a χ ʃ - i
1883	SarygYugur	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1884	Shor	good	čaḳšï	tɕaqʃɯ	tʃ a q ʃ ɯ	149	*jak	tʃ a q ʃ - ɯ
1885	Tatar	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1886	Turkmen	good	yaġšï	jaɢʃɯ	j a ɢ ʃ ɯ	149	*jak	j a ɢ ʃ - ɯ
1887	Uighur	good	yaχšï	jaχʃɯ	j a χ ʃ ɯ	149	*jak	j a χ ʃ - ɯ
1888	Uzbek	good	yaχši	jaχʃi	j a χ ʃ i	149	*jak	j a χ ʃ - i
1889	CodexCumanicus	good	eygi		e j g i	150	*edgü	e j g i
1890	OldUyghur	good	edgü		e d g y	150	*edgü	e d g y
1891	CrimeanTatar	good	eyi	eji	e j i	150	*edgü	e j - i
1892	Gagauz	good	iyi	iji	i j i	150	*edgü	i j - i
1893	KarachayBalkar	good	igi	igi	i g i	150	*edgü	i - g i
1894	Nogai	good	iygi	ijgi	i j g i	150	*edgü	i j g i
1895	Tofa	good	eˁkkĭ	eˁkkɘ	eˁ kː ĭ	150	*edgü	eˁ - kː ĭ
1896	Turkish	good	iyi	iji	i j i	150	*edgü	i j - i
1897	Tuvan	good	eki	eki	e k i	150	*edgü	e - k i
1898	Dolgan	good	üčügey	yčygej	y tʃ y g e j	151	*üčük (?); According to VEWT, < Mong. öčüken 'small', which seems to be semantically dubious	y tʃ y g e j
1899	Yakut	good	üčügey	ytɕygej	y tʃ y g e j	151	*üčük (?); According to VEWT, < Mong. öčüken 'small', which seems to be semantically dubious	y tʃ y g e j
3634	Baraba	grasp (v.)	tOt-		t o t	327	*tut	t o t
3635	CodexCumanicus	grasp (v.)	tut-		t u t	327	*tut	t u t
3636	NorthAltai	grasp (v.)	tut-		t u t	327	*tut	t u t
3637	OldUyghur	grasp (v.)	tut		t u t	327	*tut	t u t
3638	SouthAltai	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3639	Azeri	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3640	Bashkir	grasp (v.)	tot	tot	t o t	327	*tut	t o t
3641	Chuvash	grasp (v.)	tït	tɯt	t ɯ t	327	*tut	t ɯ t
3642	CrimeanTatar	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3643	Dolgan	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3644	Gagauz	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3645	KaraKalpak	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3646	KarachayBalkar	grasp (v.)	sermeb tut (sermeb al)	sermeb tut (sermeb al)	t u t	327	*tut	t u t
3647	Karaim	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3648	Khakas	grasp (v.)	? tut	? tut	t u t	327	*tut	t u t
3649	Khalaj	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3650	Kirghiz	grasp (v.)	? tut	? tut	t u t	327	*tut	t u t
3651	Kumyk	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3652	MiddleChulym	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3653	Nogai	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3654	Salar	grasp (v.)	tut, tuc	tut, tuʦ	t u t	327	*tut	t u t
3655	SarygYugur	grasp (v.)	?? tut	?? tut	t u t	327	*tut	t u t
3656	Shor	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3657	Tatar	grasp (v.)	tot	tot	t o t	327	*tut	t o t
3658	Tofa	grasp (v.)	tuˁt	tuˁt	t uˁ t	327	*tut	t uˁ t
3659	Turkish	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3660	Turkmen	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3661	Tuvan	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3662	Uighur	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3663	Uzbek	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3664	Yakut	grasp (v.)	tut	tut	t u t	327	*tut	t u t
3665	Gagauz	grasp (v.)	kap	kap	k a p	328	*Kap	k a p
3666	Karaim	grasp (v.)	kap	kap	k a p	328	*Kap	k a p
3667	Khakas	grasp (v.)	? χap	? χap	χ a p	328	*Kap	χ a p
3668	Shor	grasp (v.)	ḳap	qap	q a p	328	*Kap	q a p
3669	Turkish	grasp (v.)	kap	kap	k a p	328	*Kap	k a p
3670	Yakut	grasp (v.)	? kap	? kap	k a p	328	*Kap	k a p
3671	Kirghiz	grasp (v.)	? ḳarma	? qarma	q a r m a	329	*K(i)arba	q a r m a
3672	Uighur	grasp (v.)	? ḳarma	? qarma	q a r m a	329	*K(i)arba	q a r m a
3673	Kazakh	grasp (v.)	ŭsta	ŭsta	u s t a	330	usta	u s t a
4858	Baraba	grass (n.)	üläŋ etc.		y l ɛ ŋ	462	*öleŋ	y l ɛ ŋ
4859	NorthAltai	grass (n.)	ölöŋ		ø l ø ŋ	462	*öleŋ	ø l ø ŋ
4860	SouthAltai	grass (n.)	ölöŋ	øløŋ	ø l ø ŋ	462	*öleŋ	ø l ø ŋ
4861	Bashkir	grass (n.)	ülän	ylɛn	y l æ n	462	*öleŋ	y l æ n
4862	CrimeanTatar	grass (n.)	? ölen	? ølen	ø l e n	462	*öleŋ	ø l e n
4863	Nogai	grass (n.)	ölen	ølen	ø l e n	462	*öleŋ	ø l e n
4864	Shor	grass (n.)	öleŋ	øleŋ	ø l e ŋ	462	*öleŋ	ø l e ŋ
4865	Tatar	grass (n.)	ülän	ylɛn	y l æ n	462	*öleŋ	y l æ n
4866	CodexCumanicus	grass (n.)	kukel		k u k e l	463	*gö:k	k u k e l
4867	Tofa	grass (n.)	kök	køk	k ø k	463	*gö:k	k ø k - -
4868	Azeri	grass (n.)	ot	ot	o t	464	*ot	o - t
4869	CrimeanTatar	grass (n.)	ot	ot	o t	464	*ot	o - t
4870	Dolgan	grass (n.)	ot	ot	o t	464	*ot	o - t
4871	Gagauz	grass (n.)	ot	ot	o t	464	*ot	o - t
4872	Karaim	grass (n.)	ot, yašot	ot, jaʃot	o t	464	*ot	o - t
4873	Khakas	grass (n.)	ot	ot	o t	464	*ot	o - t
4874	Khalaj	grass (n.)	oot	oot	oː t	464	*ot	oː - t
4875	Kumyk	grass (n.)	ot	ot	o t	464	*ot	o - t
4876	MiddleChulym	grass (n.)	ot	ot	o t	464	*ot	o - t
4877	SarygYugur	grass (n.)	oht	oht	o h t	464	*ot	o h t
4878	Shor	grass (n.)	? ot	? ot	o t	464	*ot	o - t
4879	Turkish	grass (n.)	ot	ot	o t	464	*ot	o - t
4880	Turkmen	grass (n.)	ot	ot	o t	464	*ot	o - t
4881	Tuvan	grass (n.)	? oˁt	? oˁt	oˁ t	464	*ot	oˁ - t
4882	Uighur	grass (n.)	ot	ot	o t	464	*ot	o - t
4883	Uzbek	grass (n.)	ọt	ot	o t	464	*ot	o - t
4884	Yakut	grass (n.)	ot	ot	o t	464	*ot	o - t
4885	Chuvash	grass (n.)	kurək	kurə̈k	k u r ə k	465	korïk	
4886	KaraKalpak	grass (n.)	(kök) šöp	(køk) ʃøp	ʃ ø p	466	*čöp	ʃ ø p
4887	Kazakh	grass (n.)	šöp	ʃøp	ʃ ø p	466	*čöp	ʃ ø p
4888	Kirghiz	grass (n.)	čöp	ʨøp	tʃ ø p	466	*čöp	tʃ ø p
4889	Salar	grass (n.)	čöp, čüp	ʨøp, ʨyp	tʃ ø p	466	*čöp	tʃ ø p
4890	Uighur	grass (n.)	? čöp	? ʨøp	tʃ ø p	466	*čöp	tʃ ø p
4891	Tuvan	grass (n.)	sigen	sigen	s i g e n	467	sigen	
7008	Baraba	green	yišil		j i ʃ i l	732	jäšil	j i ʃ i l
7009	CodexCumanicus	green	yas		j a s	732	jäšil	j a s - -
7010	NorthAltai	green	t́ažïl etc.		tʃ a ʒ ɯ l	732	jäšil	tʃ a ʒ ɯ l
7011	OldUyghur	green	yašïl		j a ʃ ɯ l	732	jäšil	j a ʃ ɯ l
7012	SouthAltai	green	d'ažïl	ɟaʒɯl	ʥ a ʒ ɯ l	732	jäšil	ʥ a ʒ ɯ l
7013	Azeri	green	yašïl	jaʃɯl	j a ʃ ɯ l	732	jäšil	j a ʃ ɯ l
7014	Bashkir	green	yäšel	jɛʃel	j æ ʃ e l	732	jäšil	j æ ʃ e l
7015	CrimeanTatar	green	yešil	jeʃil	j e ʃ i l	732	jäšil	j e ʃ i l
7016	Gagauz	green	yešil	jeʃil	j e ʃ i l	732	jäšil	j e ʃ i l
7017	KarachayBalkar	green	ǰašïl	ʥaʃɯl	ʥ a ʃ ɯ l	732	jäšil	ʥ a ʃ ɯ l
7018	Karaim	green	yesil	jesil	j e s i l	732	jäšil	j e s i l
7019	Kazakh	green	žasïl	ʒasɯl	ʒ a s ɯ l	732	jäšil	ʒ a s ɯ l
7020	Kirghiz	green	ǰašïl	ʥaʃɯl	ʥ a ʃ ɯ l	732	jäšil	ʥ a ʃ ɯ l
7021	Kumyk	green	yašïl	jaʃɯl	j a ʃ ɯ l	732	jäšil	j a ʃ ɯ l
7022	Nogai	green	yasïl	jasɯl	j a s ɯ l	732	jäšil	j a s ɯ l
7023	Salar	green	ya:šïl	ja:ʃɯl	j aː ʃ ɯ l	732	jäšil	j aː ʃ ɯ l
7024	SarygYugur	green	yasïl	jasɯl	j a s ɯ l	732	jäšil	j a s ɯ l
7025	Shor	green	čažïl	tɕaʒɯl	tʃ a ʒ ɯ l	732	jäšil	tʃ a ʒ ɯ l
7026	Tatar	green	yäšel	jɛʃel	j æ ʃ e l	732	jäšil	j æ ʃ e l
7027	Turkish	green	yešil	jeʃil	j e ʃ i l	732	jäšil	j e ʃ i l
7028	Turkmen	green	yašïl	jaʃɯl	j a ʃ ɯ l	732	jäšil	j a ʃ ɯ l
7029	Uighur	green	yešil	jeʃil	j e ʃ i l	732	jäšil	j e ʃ i l
7030	Uzbek	green	yašil	jaʃil	j a ʃ i l	732	jäšil	j a ʃ i l
7031	Dolgan	green	küök	kyøk	k y ø k	733	*kök	k y ø k
7032	KaraKalpak	green	kök	køk	k ø k	733	*kök	k ø - k
7033	Khakas	green	(ot) kök	(ot) køk	k ø k	733	*kök	k ø - k
7034	Khalaj	green	küök, ki(:)ek	kyøk, ki(:)ek	k y ø k	733	*kök	k y ø k
7035	MiddleChulym	green	kok	kok	k o k	733	*kök	k o - k
7036	Tofa	green	kök	køk	k ø k	733	*kök	k ø - k
7037	Uighur	green	? kök	? køk	k ø k	733	*kök	k ø - k
7038	Yakut	green	küöχ	kyøχ	k y ø χ	733	*kök	k y ø χ
7039	Chuvash	green	simɘs	simɘs	s i m ĭ s	734	simĕs	s i m ĭ s
4350	Baraba	grow (v.)	ö(y)s-		ø s	415	*ös	ø s
4351	CodexCumanicus	grow (v.)	os-		o s	415	*ös	o s
4352	NorthAltai	grow (v.)	ö(:)s-		øː s-	415	*ös	øː s-
4353	SouthAltai	grow (v.)	ös	øs	ø s	415	*ös	ø s
4354	Bashkir	grow (v.)	üθ	yθ	y θ	415	*ös	y θ
4355	Chuvash	grow (v.)	üs	ys	y s	415	*ös	y s
4356	CrimeanTatar	grow (v.)	ös	øs	ø s	415	*ös	ø s
4357	KaraKalpak	grow (v.)	ös	øs	ø s	415	*ös	ø s
4358	KarachayBalkar	grow (v.)	ös	øs	ø s	415	*ös	ø s
4359	Karaim	grow (v.)	ös, es	øs, es	ø s	415	*ös	ø s
4360	Kazakh	grow (v.)	ös	øs	ø s	415	*ös	ø s
4361	Khakas	grow (v.)	ös	øs	ø s	415	*ös	ø s
4362	Kirghiz	grow (v.)	ös	øs	ø s	415	*ös	ø s
4363	Kumyk	grow (v.)	ös	øs	ø s	415	*ös	ø s
4364	MiddleChulym	grow (v.)	ös	øs	ø s	415	*ös	ø s
4365	Nogai	grow (v.)	ös	øs	ø s	415	*ös	ø s
4366	Shor	grow (v.)	ös	øs	ø s	415	*ös	ø s
4367	Tatar	grow (v.)	üs	ys	y s	415	*ös	y s
4368	Tofa	grow (v.)	öˁs	øˁs	øˁ s	415	*ös	øˁ s
4369	Turkmen	grow (v.)	ös	øs	ø s	415	*ös	ø s
4370	Tuvan	grow (v.)	ös	øs	ø s	415	*ös	ø s
4371	Uighur	grow (v.)	ös	øs	ø s	415	*ös	ø s
4372	Uzbek	grow (v.)	ọs	os	o s	415	*ös	o s
4373	Dolgan	grow (v.)	ü:n	y:n	yː n	416	*ö:n	yː n
4374	SarygYugur	grow (v.)	ün	yn	y n	416	*ö:n	y n
4375	Tofa	grow (v.)	ün	yn	y n	416	*ö:n	y n
4376	Uighur	grow (v.)	? ün	? yn	y n	416	*ö:n	y n
4377	Yakut	grow (v.)	ü:n	y:n	yː n	416	*ö:n	yː n
4378	CodexCumanicus	grow (v.)	ulgay-		u l g a j	417	*ulugad (ЭСТЯ, 574)	u l g a - j
4379	Dolgan	grow (v.)	? ula:t	? ula:t	u l aː t	417	*ulugad (ЭСТЯ, 574)	u l - aː t -
4380	Yakut	grow (v.)	ula:t	ula:t	u l aː t	417	*ulugad (ЭСТЯ, 574)	u l - aː t -
4381	Azeri	grow (v.)	böyü	bøjy	b ø j y	418	*bedü  see turcet 79	b ø j y
4382	Gagauz	grow (v.)	bü:	by:	b yː	418	*bedü  see turcet 79	b yː - -
4383	Khalaj	grow (v.)	bidi	bidi	b i d i	418	*bedü  see turcet 79	b i d i
4384	Turkish	grow (v.)	büyü	byjy	b y j y	418	*bedü  see turcet 79	b y j y
4385	Khalaj	grow (v.)	ki:ekär	ki:ekɛr	k iː e k æ r	419	*kök	
4386	Salar	grow (v.)	čaŋna, čïŋna	ʨaŋna, ʨɯŋna	tʃ a ŋ n a	420	čaŋna, čïŋna	
7040	Baraba	guts (n.)	äčäw		æ tʃ æ w	735	ič	æ tʃ - - - - - - - - æ w
7041	CodexCumanicus	guts (n.)	yčag		i tʃ a g	735	ič	i tʃ a g - - - - - - - -
7042	NorthAltai	guts (n.)	iǰege ~ iže		i ʥ e g e	735	ič	i ʥ e g e - - - - - - -
7043	SouthAltai	guts (n.)	ičege	iʨege	i tʃ e g e	735	ič	i tʃ e g e - - - - - - -
7044	Bashkir	guts (n.)	esäk	esɛk	e s æ k	735	ič	e s æ k - - - - - - - -
7045	CrimeanTatar	guts (n.)	iček	iʨek	i tʃ e k	735	ič	i tʃ e k - - - - - - - -
7046	Gagauz	guts (n.)	ič	iʨ	i tʃ	735	ič	i tʃ - - - - - - - - - -
7047	KaraKalpak	guts (n.)	išek	iʃek	i ʃ e k	735	ič	i ʃ e k - - - - - - - -
7048	KarachayBalkar	guts (n.)	(i)čegi	(i)ʨegi	i ʨ e g i	735	ič	i ʨ e g i - - - - - - -
7049	Karaim	guts (n.)	icigi	iʦigi	i ʦ i g i	735	ič	i ʦ i g i - - - - - - -
7050	Kazakh	guts (n.)	ĭšek	ɘʃek	ĭ ʃ e k	735	ič	ĭ ʃ e k - - - - - - - -
7051	Khakas	guts (n.)	ɘčege	ɘʨege	ĭ tʃ e g e	735	ič	ĭ tʃ e g e - - - - - - -
7052	Kirghiz	guts (n.)	ičegi	iʨegi	i tʃ e g i	735	ič	i tʃ e g i - - - - - - -
7053	Kumyk	guts (n.)	iček	iʨek	i tʃ e k	735	ič	i tʃ e k - - - - - - - -
7054	MiddleChulym	guts (n.)	iǰi:	iʥi:	i ʥ iː	735	ič	i ʥ iː - - - - - - - - -
7055	Nogai	guts (n.)	išek	iʃek	i ʃ e k	735	ič	i ʃ e k - - - - - - - -
7056	SarygYugur	guts (n.)	ečikï, ičeki etc.	eʨikɯ, iʨeki etc.	e tʃ i k ɯ	735	ič	e tʃ i k ɯ - - - - - - -
7057	Shor	guts (n.)	? ište (išti)	? iʃte (iʃti)	i ʃ t e	735	ič	i ʃ - - - - t e - - - -
7058	Tatar	guts (n.)	ečäk	eʨɛk	e tʃ æ k	735	ič	e tʃ æ k - - - - - - - -
7059	Turkmen	guts (n.)	ičege	iʨege	i tʃ e g e	735	ič	i tʃ e g e - - - - - - -
7060	Tuvan	guts (n.)	? ižin	? iʒin	i ʒ i n	735	ič	i ʒ i - - n - - - - - -
7061	Uighur	guts (n.)	üčäy	yʨɛj	y tʃ æ j	735	ič	y tʃ - - - - - - æ j - -
7062	Uzbek	guts (n.)	ičak	iʨak	i tʃ a k	735	ič	i tʃ a k - - - - - - - -
7063	CodexCumanicus	guts (n.)	suzug		s u z u g	736	*sučuk (Stach. 190)	s u z u g - -
7064	Yakut	guts (n.)	ohoɣos	ohoɣos	o h o ɣ o s	736	*sučuk (Stach. 190)	- o h o ɣ o s
7065	Azeri	guts (n.)	baɣïrsaġ	baɣɯrsaɢ	b a ɣ ɯ r s a ɢ	737	baɣïrsaɣ	b a ɣ ɯ r s a ɢ
7066	Chuvash	guts (n.)	pïržə	pɯrʒə̈	p ɯ r ʒ ə	737	baɣïrsaɣ	p ɯ - - r ʒ ə -
7067	Salar	guts (n.)	paɣsuχ	paɣsuχ	p a ɣ s u χ	737	baɣïrsaɣ	p a ɣ - - s u χ
7068	Tofa	guts (n.)	ba:rsïḳ	ba:rsɯq	b aː r s ɯ q	737	baɣïrsaɣ	b aː - - r s ɯ q
7069	Turkish	guts (n.)	baɣïrsak	baɣɯrsak	b a ɣ ɯ r s a k	737	baɣïrsaɣ	b a ɣ ɯ r s a k
1027	Baraba	hair (n.)	cac		ʦ a ʦ	74	*s(i)ač	ʦ a ʦ
